"","PROVINCIA","MUNICIPIO","ESTACION","ANNO","MES","DIA","As","BaP","Cd","Ni","Pb","PM2.5","PM10","LATITUD_G","LONGITUD_G","ZONA"
"1603",3,65,7,2019,5,"20",NA,NA,NA,NA,NA,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1604",3,65,7,2019,5,"21",0.17,NA,NA,2.24,0.01,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1605",3,65,7,2019,5,"22",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1606",3,65,7,2019,5,"23",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1607",3,65,7,2019,5,"24",NA,NA,NA,NA,NA,NA,10,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1608",3,65,7,2019,5,"25",NA,NA,NA,NA,NA,NA,4,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1609",3,65,7,2019,5,"26",NA,NA,NA,NA,NA,NA,6,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1610",3,65,7,2019,5,"27",NA,NA,NA,NA,NA,NA,8,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1611",3,65,7,2019,5,"28",NA,NA,NA,NA,NA,NA,11,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1612",3,65,7,2019,5,"29",NA,NA,NA,NA,NA,NA,6,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1613",3,65,7,2019,5,"30",NA,NA,NA,NA,NA,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1614",3,65,7,2019,5,"31",NA,NA,NA,NA,NA,11,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1615",3,65,7,2019,6,"01",0.05,NA,NA,1.4,0.01,10,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1616",3,65,7,2019,6,"02",NA,NA,NA,NA,NA,14,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1617",3,65,7,2019,6,"03",NA,NA,NA,NA,NA,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1618",3,65,7,2019,6,"04",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1619",3,65,7,2019,6,"05",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1620",3,65,7,2019,6,"06",0.25,NA,NA,26,0.01,25,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1621",3,65,7,2019,6,"07",NA,NA,NA,NA,NA,27,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1622",3,65,7,2019,6,"08",0.24,NA,NA,1.4,0.01,33,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1623",3,65,7,2019,6,"09",NA,NA,NA,NA,NA,28,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1624",3,65,7,2019,6,"10",0.21,NA,NA,4,0.01,25,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1625",3,65,7,2019,6,"11",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1626",3,65,7,2019,6,"12",0.05,NA,NA,1.4,0.01,15,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1627",3,65,7,2019,6,"13",NA,NA,NA,NA,NA,22,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1628",3,65,7,2019,6,"14",0.23,NA,NA,1.4,0.01,30,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1629",3,65,7,2019,6,"15",NA,NA,NA,NA,NA,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1630",3,65,7,2019,6,"16",NA,NA,NA,NA,NA,20,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1631",3,65,7,2019,6,"17",NA,NA,NA,NA,NA,22,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1632",3,65,7,2019,6,"18",0.16,NA,NA,1.4,0.01,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1633",3,65,7,2019,6,"19",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1634",3,65,7,2019,6,"20",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1635",3,65,7,2019,6,"21",NA,NA,NA,NA,NA,NA,17,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1636",3,65,7,2019,6,"22",NA,NA,NA,NA,NA,NA,14,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1637",3,65,7,2019,6,"23",NA,NA,NA,NA,NA,NA,15,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1638",3,65,7,2019,6,"24",NA,NA,NA,NA,NA,NA,18,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1639",3,65,7,2019,6,"25",NA,NA,NA,NA,NA,NA,15,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1640",3,65,7,2019,6,"26",NA,NA,NA,NA,NA,NA,20,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1641",3,65,7,2019,6,"27",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1642",3,65,7,2019,6,"28",NA,NA,NA,NA,NA,26,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1643",3,65,7,2019,6,"29",NA,NA,NA,NA,NA,21,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1644",3,65,7,2019,6,"30",0.24,NA,NA,1.4,0.01,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1645",3,65,7,2019,6,"31",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1646",3,65,7,2019,7,"01",NA,NA,NA,NA,NA,29,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1647",3,65,7,2019,7,"02",NA,NA,NA,NA,NA,26,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1648",3,65,7,2019,7,"03",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1649",3,65,7,2019,7,"04",0.31,NA,NA,4,0.01,23,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1650",3,65,7,2019,7,"05",0.58,NA,NA,7,0.01,49,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1651",3,65,7,2019,7,"06",NA,NA,NA,NA,NA,54,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1652",3,65,7,2019,7,"07",0.44,NA,NA,9,0.01,42,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1653",3,65,7,2019,7,"08",NA,NA,NA,NA,NA,29,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1654",3,65,7,2019,7,"09",0.29,NA,NA,4,0.01,27,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1655",3,65,7,2019,7,"10",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1656",3,65,7,2019,7,"11",NA,0.04,NA,NA,NA,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1657",3,65,7,2019,7,"12",0.22,NA,NA,1.4,0.01,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1658",3,65,7,2019,7,"13",NA,0.04,NA,NA,NA,25,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1659",3,65,7,2019,7,"14",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1660",3,65,7,2019,7,"15",NA,NA,NA,NA,NA,31,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1661",3,65,7,2019,7,"16",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1662",3,65,7,2019,7,"17",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1663",3,65,7,2019,7,"18",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1664",3,65,7,2019,7,"19",NA,NA,NA,NA,NA,NA,12,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1665",3,65,7,2019,8,"27",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1666",3,65,7,2019,8,"28",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1667",3,65,7,2019,8,"29",0.42,NA,NA,3,0.01,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1668",3,65,7,2019,8,"30",NA,NA,NA,NA,NA,17,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1669",3,65,7,2019,8,"31",0.25,NA,NA,1.4,0.01,17,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1670",3,65,7,2019,9,"01",NA,NA,NA,NA,NA,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1671",3,65,7,2019,9,"02",0.18,NA,NA,1.4,0.01,17,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1672",3,65,7,2019,11,"01",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1673",3,65,7,2019,7,"26",NA,NA,NA,NA,NA,33,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1674",3,65,7,2019,7,"27",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1675",3,65,7,2019,7,"28",0.05,NA,NA,3,0.01,21,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1676",3,65,7,2019,7,"29",NA,0.04,NA,NA,NA,23,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1677",3,65,7,2019,7,"30",NA,NA,NA,NA,NA,23,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1678",3,65,7,2019,7,"31",NA,NA,NA,NA,NA,27,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1679",3,65,7,2019,8,"01",0.15,NA,NA,1.4,0.01,27,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1680",3,65,7,2019,8,"02",NA,NA,NA,NA,NA,26,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1681",3,65,7,2019,8,"03",0.16,NA,NA,1.4,0.01,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1682",3,65,7,2019,8,"04",NA,NA,NA,NA,NA,34,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1683",3,65,7,2019,8,"05",0.41,NA,NA,4,0.01,48,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1684",3,65,7,2019,8,"06",NA,0.04,NA,NA,NA,37,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1685",3,65,7,2019,8,"07",0.6,NA,NA,10,0.01,39,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1686",3,65,7,2019,8,"08",NA,NA,NA,NA,NA,32,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1687",3,65,7,2019,8,"09",0.47,NA,NA,8,0.01,37,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1688",3,65,7,2019,8,"10",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1689",3,65,7,2019,8,"11",NA,0.04,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1690",3,65,7,2019,8,"12",NA,NA,NA,NA,NA,23,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1691",3,65,7,2019,8,"13",0.05,NA,NA,1.4,0.01,28,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1692",3,65,7,2019,8,"14",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1693",3,65,7,2019,8,"15",NA,NA,NA,NA,NA,NA,10,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1694",3,65,7,2019,8,"16",NA,NA,NA,NA,NA,NA,10,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1695",3,65,7,2019,8,"17",NA,NA,NA,NA,NA,NA,10,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1696",3,65,7,2019,8,"18",NA,NA,NA,NA,NA,NA,12,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1697",3,65,7,2019,8,"19",NA,NA,NA,NA,NA,NA,15,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1698",3,65,7,2019,8,"20",NA,NA,NA,NA,NA,NA,11,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1699",3,65,7,2019,8,"21",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1700",3,65,7,2019,8,"22",NA,NA,NA,NA,NA,13,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1701",3,65,7,2019,8,"23",NA,NA,NA,NA,NA,13,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1702",3,65,7,2019,8,"24",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1703",3,65,7,2019,8,"25",0.24,NA,NA,1.4,0.01,15,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1704",3,65,7,2019,8,"26",NA,NA,NA,NA,NA,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1705",3,65,7,2019,1,"15",NA,NA,NA,NA,NA,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1706",3,65,7,2019,1,"16",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1707",3,65,7,2019,1,"17",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1708",3,65,7,2019,1,"18",NA,NA,NA,NA,NA,32,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1709",3,65,7,2019,1,"19",0.22,NA,NA,1.4,0.01,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1710",3,65,7,2019,1,"20",NA,NA,NA,NA,NA,15,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1711",3,65,7,2019,1,"21",0.14,NA,NA,1.4,0.01,7,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1712",3,65,7,2019,9,"03",NA,NA,NA,NA,NA,14,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1713",3,65,7,2019,9,"04",0.14,NA,NA,1.4,0.01,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1714",3,65,7,2019,9,"05",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1715",3,65,7,2019,9,"06",0.17,NA,NA,1.4,0.01,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1716",3,65,7,2019,9,"07",NA,NA,NA,NA,NA,17,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1717",3,65,7,2019,9,"08",NA,NA,NA,NA,NA,17,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1718",3,65,7,2019,9,"09",NA,NA,NA,NA,NA,21,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1719",3,65,7,2019,9,"10",0.27,NA,NA,1.4,0.01,23,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1720",3,65,7,2019,9,"11",NA,NA,NA,NA,NA,10,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1721",3,65,7,2019,9,"12",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1722",3,65,7,2019,9,"13",NA,NA,NA,NA,NA,NA,24,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1723",3,65,7,2019,9,"14",NA,NA,NA,NA,NA,NA,19,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1724",3,65,7,2019,9,"15",NA,NA,NA,NA,NA,NA,38,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1725",3,65,7,2019,9,"16",NA,NA,NA,NA,NA,NA,50,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1726",3,65,7,2019,9,"17",NA,NA,NA,NA,NA,NA,53,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1727",3,65,7,2019,9,"18",NA,NA,NA,NA,NA,NA,36,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1728",3,65,7,2019,9,"19",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1729",3,65,7,2019,9,"20",NA,NA,NA,NA,NA,37,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1730",3,65,7,2019,9,"21",NA,NA,NA,NA,NA,42,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1731",3,65,7,2019,9,"22",0.76,NA,NA,3,0.01,34,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1732",3,65,7,2019,9,"23",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1733",3,65,7,2019,9,"24",NA,NA,NA,NA,NA,26,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1734",3,65,7,2019,9,"25",NA,NA,NA,NA,NA,19,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1735",3,65,7,2019,9,"26",0.29,NA,NA,3,0.01,20,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1736",3,65,7,2019,9,"27",NA,NA,NA,NA,NA,25,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1737",3,65,7,2019,9,"28",0.39,NA,NA,5,0.01,25,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1738",3,65,7,2019,9,"29",NA,NA,NA,NA,NA,21,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1739",3,65,7,2019,9,"30",0.43,NA,NA,7,0.01,30,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1740",3,65,7,2019,9,"31",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1741",3,65,7,2019,1,"11",NA,NA,NA,NA,NA,20,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1742",3,65,7,2019,1,"12",NA,NA,NA,NA,NA,24,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1743",3,65,7,2019,1,"13",0.24,NA,NA,1.4,0.01,15,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1744",3,65,7,2019,1,"14",NA,NA,NA,NA,NA,15,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1745",3,65,7,2019,10,"24",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1746",3,65,7,2019,12,"03",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1747",3,65,7,2019,12,"04",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1748",3,65,7,2019,12,"05",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1749",3,65,7,2019,12,"06",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1750",3,65,7,2019,12,"07",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1751",3,65,7,2019,12,"08",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1752",3,65,7,2019,1,"22",NA,NA,NA,NA,NA,8,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1753",3,65,7,2019,1,"23",0.05,NA,NA,1.4,0.01,12,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1754",3,65,7,2019,1,"24",NA,NA,NA,NA,NA,12,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1755",3,65,7,2019,1,"25",0.05,NA,NA,1.4,0.01,8,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1756",3,65,7,2019,1,"26",NA,NA,NA,NA,NA,14,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1757",3,65,7,2019,1,"27",NA,NA,NA,NA,NA,10,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1758",3,65,7,2019,1,"28",NA,NA,NA,NA,NA,9,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1759",3,65,7,2019,1,"29",0.05,NA,NA,1.4,0.01,9,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1760",3,65,7,2019,1,"30",NA,NA,NA,NA,NA,9,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1761",3,65,7,2019,1,"31",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1762",3,65,7,2019,10,"01",NA,NA,NA,NA,NA,34,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1763",3,65,7,2019,10,"02",0.21,NA,NA,1.4,0.01,23,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1764",3,65,7,2019,10,"03",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1765",3,65,7,2019,10,"04",0.33,NA,NA,3,0.01,28,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1766",3,65,7,2019,10,"05",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1767",3,65,7,2019,10,"06",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1768",3,65,7,2019,10,"07",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1769",3,65,7,2019,10,"08",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1770",3,65,7,2019,10,"09",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1771",3,65,7,2019,10,"10",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1772",3,65,7,2019,10,"11",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1773",3,65,7,2019,10,"12",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1774",3,65,7,2019,10,"13",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1775",3,65,7,2019,10,"14",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1776",3,65,7,2019,10,"15",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1777",3,65,7,2019,10,"16",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1778",3,65,7,2019,10,"17",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1779",3,65,7,2019,10,"18",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1780",3,65,7,2019,10,"19",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1781",3,65,7,2019,10,"20",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1782",3,65,7,2019,10,"21",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1783",3,65,7,2019,10,"22",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1784",3,65,7,2019,10,"23",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1785",3,65,7,2019,12,"02",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1786",3,65,7,2019,2,"12",NA,NA,NA,NA,NA,20,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1787",3,65,7,2019,2,"13",NA,NA,NA,NA,NA,17,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1788",3,65,7,2019,2,"14",NA,NA,NA,NA,NA,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1789",3,65,7,2019,2,"15",NA,NA,NA,NA,NA,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1790",3,65,7,2019,2,"16",NA,NA,NA,NA,NA,18,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1791",3,65,7,2019,2,"17",0.24,NA,NA,1.4,0.01,16,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1792",3,65,7,2019,12,"09",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1793",3,65,7,2019,12,"10",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1794",3,65,7,2019,11,"02",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1795",3,65,7,2019,11,"03",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1796",3,65,7,2019,11,"04",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1797",3,65,7,2019,11,"05",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1798",3,65,7,2019,11,"06",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1799",3,65,7,2019,11,"07",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1800",3,65,7,2019,11,"08",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
"1801",3,65,7,2019,11,"09",NA,NA,NA,NA,NA,NA,NA,38.25917,-0.7175,"RESIDENCIAL/COMERCIAL"
